,StudentNumber,DPS_HomeLg,CYI_Lat,CYI_Deg,Disability,GT_C,FRL_C,Sect504_C,SPED_C,t_grade,time_t,time_t1
0,405587,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,4,414,220
1,405587,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,5,220,260
2,405587,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,6,260,503
3,405587,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,7,503,537
4,405587,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,8,537,559
5,405587,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,9,559,597
6,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,3,309,405
7,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,4,405,487
8,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,5,487,502
9,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,6,502,300
10,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,7,300,330
11,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,8,330,544
12,417855,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.8,9,544,539
13,419934,1.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,4,373,439
14,419934,1.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,5,439,509
15,419934,1.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,6,509,496
16,419934,1.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,7,496,550
17,419934,1.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,8,550,586
18,419934,1.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,9,586,569
29,456273,1.0,1.0,0.0,0.0,0.0,0.727272727,0.090909091,0.818181818,4,443,514
30,456273,1.0,1.0,0.0,0.0,0.0,0.727272727,0.090909091,0.818181818,5,514,517
31,456273,1.0,1.0,0.0,0.0,0.0,0.727272727,0.090909091,0.818181818,6,517,531
32,456273,1.0,1.0,0.0,0.0,0.0,0.727272727,0.090909091,0.818181818,7,531,547
33,456273,1.0,1.0,0.0,0.0,0.0,0.727272727,0.090909091,0.818181818,8,547,586
34,456273,1.0,1.0,0.0,0.0,0.0,0.727272727,0.090909091,0.818181818,9,586,635
35,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,3,569,649
36,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,4,649,665
37,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,5,665,688
38,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,6,688,680
39,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,7,680,699
40,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,8,699,763
41,460442,1.0,1.0,1.0,0.0,0.727272727,0.0,0.181818182,0.545454545,9,763,788
42,462663,1.0,1.0,0.0,1.0,0.0,0.076923077,0.0,0.923076923,6,607,557
43,462663,1.0,1.0,0.0,1.0,0.0,0.076923077,0.0,0.923076923,9,615,593
44,466856,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,4,563,597
45,466856,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5,597,593
46,466856,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,6,593,604
47,466856,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,7,604,607
48,466856,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8,607,606
49,466856,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,9,606,662
50,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,3,455,502
51,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,4,502,538
52,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,5,538,528
53,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,6,528,530
54,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,7,530,567
55,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,8,567,589
56,469769,0.0,1.0,1.0,0.0,0.0,0.6,0.1,0.8,9,589,600
57,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,3,461,503
58,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,4,503,538
59,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,5,538,559
60,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,6,559,533
61,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,7,533,566
62,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,8,566,616
63,469887,1.0,1.0,1.0,0.0,0.0,0.0,0.090909091,0.818181818,9,616,638
64,469967,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7,497,494
65,469967,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8,494,566
66,469967,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9,566,573
67,470289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,593,634
68,470289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6,634,647
69,470289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7,647,643
70,470289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8,643,661
71,470289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9,661,705
77,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,3,461,505
78,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,4,505,506
79,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,5,506,498
80,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,6,498,584
81,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,7,584,579
82,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,8,579,574
83,471318,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.8,9,574,571
97,473977,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,3,590,579
98,473977,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,4,579,608
99,473977,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,5,608,610
100,473977,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,6,610,589
101,473977,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,7,589,617
102,473977,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,8,617,630
110,475141,1.0,1.0,0.0,0.0,0.0,0.333333333,0.083333333,0.75,3,519,485
111,475141,1.0,1.0,0.0,0.0,0.0,0.333333333,0.083333333,0.75,4,485,542
112,475141,1.0,1.0,0.0,0.0,0.0,0.333333333,0.083333333,0.75,5,542,484
113,475141,1.0,1.0,0.0,0.0,0.0,0.333333333,0.083333333,0.75,6,484,536
114,475141,1.0,1.0,0.0,0.0,0.0,0.333333333,0.083333333,0.75,7,536,507
115,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,3,496,527
116,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,4,527,588
117,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,5,588,574
118,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,6,574,597
119,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,7,597,610
120,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,8,610,618
121,475865,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.7,9,618,649
123,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,3,426,503
124,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,4,503,520
125,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,5,520,514
126,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,6,514,536
127,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,7,536,566
128,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,8,566,587
129,476161,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.818181818,9,587,625
130,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,3,604,582
131,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,4,582,593
132,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,5,593,613
133,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,6,613,660
134,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,7,660,636
135,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,8,636,679
136,476398,1.0,1.0,0.0,1.0,0.0,0.9,0.1,0.8,9,679,651
137,477364,1.0,0.0,0.0,1.0,0.0,0.235294118,0.05882352900000001,0.882352941,3,385,492
138,477364,1.0,0.0,0.0,1.0,0.0,0.235294118,0.05882352900000001,0.882352941,4,492,429
139,477364,1.0,0.0,0.0,1.0,0.0,0.235294118,0.05882352900000001,0.882352941,5,429,497
140,477364,1.0,0.0,0.0,1.0,0.0,0.235294118,0.05882352900000001,0.882352941,6,497,486
141,477364,1.0,0.0,0.0,1.0,0.0,0.235294118,0.05882352900000001,0.882352941,7,486,524
142,477364,1.0,0.0,0.0,1.0,0.0,0.235294118,0.05882352900000001,0.882352941,8,524,587
143,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,3,549,633
144,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,4,633,667
145,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,5,667,671
146,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,6,671,718
147,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,7,718,738
148,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,8,738,727
149,478372,1.0,1.0,0.0,0.0,0.75,0.0,0.333333333,0.583333333,9,727,740
159,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,3,379,432
160,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,4,432,462
161,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,5,462,400
162,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,6,400,300
163,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,7,300,520
164,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,8,520,539
165,481274,1.0,0.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,9,539,536
166,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,3,418,411
167,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,4,411,474
168,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,5,474,543
169,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,6,543,520
170,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,7,520,562
171,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,8,562,595
172,481641,0.0,1.0,0.0,0.0,0.0,1.0,0.090909091,0.818181818,9,595,616
173,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,3,482,503
174,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,4,503,530
175,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,5,530,466
176,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,6,466,534
177,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,7,534,593
178,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,8,593,583
179,481686,1.0,1.0,1.0,0.0,0.0,1.0,0.083333333,0.833333333,9,583,649
180,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,3,602,608
181,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,4,608,623
182,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,5,623,648
183,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,6,648,617
184,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,7,617,640
185,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,8,640,656
186,481857,0.0,1.0,1.0,0.0,0.636363636,0.727272727,0.090909091,0.818181818,9,656,681
187,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,3,605,617
188,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,4,617,653
189,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,5,653,612
190,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,6,612,660
191,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,7,660,715
192,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,8,715,698
193,483088,1.0,0.0,0.0,0.0,0.0,0.916666667,0.666666667,0.166666667,9,698,723
201,484052,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,3,448,496
202,484052,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,4,496,516
203,484052,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,5,516,402
204,484052,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,6,402,385
205,484052,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,7,385,510
206,484052,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,8,510,602
207,485789,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.8,3,454,507
208,485789,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.8,4,507,524
209,485789,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.8,5,524,487
210,485789,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.8,6,487,300
211,485789,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.8,7,300,434
212,485789,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.8,8,434,643
213,485868,1.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,3,514,553
214,485868,1.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,4,553,594
215,485868,1.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,5,594,561
216,485868,1.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,6,561,613
217,485868,1.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,7,613,597
218,486367,1.0,1.0,0.0,0.0,0.0,0.909090909,0.090909091,0.818181818,3,471,535
219,486367,1.0,1.0,0.0,0.0,0.0,0.909090909,0.090909091,0.818181818,4,535,480
220,486367,1.0,1.0,0.0,0.0,0.0,0.909090909,0.090909091,0.818181818,5,480,529
221,486367,1.0,1.0,0.0,0.0,0.0,0.909090909,0.090909091,0.818181818,9,632,638
222,487350,1.0,0.0,0.0,1.0,0.692307692,0.923076923,0.076923077,0.7692307690000001,3,502,522
223,487350,1.0,0.0,0.0,1.0,0.692307692,0.923076923,0.076923077,0.7692307690000001,4,522,554
224,487350,1.0,0.0,0.0,1.0,0.692307692,0.923076923,0.076923077,0.7692307690000001,5,554,591
225,487350,1.0,0.0,0.0,1.0,0.692307692,0.923076923,0.076923077,0.7692307690000001,6,591,602
226,487350,1.0,0.0,0.0,1.0,0.692307692,0.923076923,0.076923077,0.7692307690000001,7,602,616
227,489341,1.0,1.0,0.0,1.0,0.7692307690000001,0.076923077,0.076923077,0.692307692,3,615,604
228,489341,1.0,1.0,0.0,1.0,0.7692307690000001,0.076923077,0.076923077,0.692307692,4,604,647
229,489341,1.0,1.0,0.0,1.0,0.7692307690000001,0.076923077,0.076923077,0.692307692,5,647,609
230,489341,1.0,1.0,0.0,1.0,0.7692307690000001,0.076923077,0.076923077,0.692307692,6,609,607
231,489341,1.0,1.0,0.0,1.0,0.7692307690000001,0.076923077,0.076923077,0.692307692,7,607,671
232,489824,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,8,542,585
233,489824,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,9,585,613
234,490319,1.0,0.0,0.0,0.0,0.0,1.0,0.111111111,0.222222222,3,495,556
235,490319,1.0,0.0,0.0,0.0,0.0,1.0,0.111111111,0.222222222,4,556,544
236,490319,1.0,0.0,0.0,0.0,0.0,1.0,0.111111111,0.222222222,5,544,511
237,490319,1.0,0.0,0.0,0.0,0.0,1.0,0.111111111,0.222222222,9,644,662
258,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,3,461,394
259,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,4,394,452
260,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,5,452,500
261,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,6,500,546
262,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,7,546,560
263,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,8,560,569
264,498005,0.0,1.0,1.0,0.0,0.0,1.0,0.090909091,0.727272727,9,569,588
265,501172,0.0,1.0,0.0,1.0,0.0,0.923076923,0.076923077,0.923076923,3,325,180
266,501172,0.0,1.0,0.0,1.0,0.0,0.923076923,0.076923077,0.923076923,4,180,282
267,501172,0.0,1.0,0.0,1.0,0.0,0.923076923,0.076923077,0.923076923,5,282,424
268,501172,0.0,1.0,0.0,1.0,0.0,0.923076923,0.076923077,0.923076923,6,424,300
269,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,3,509,554
270,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,4,554,538
271,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,5,538,570
272,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,6,570,554
273,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,7,554,580
274,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,8,580,604
275,501654,1.0,0.0,0.0,0.0,0.0,0.928571429,0.071428571,0.428571429,9,604,626
276,502526,1.0,1.0,0.0,0.0,0.0,0.0,0.05882352900000001,0.882352941,3,307,394
277,502526,1.0,1.0,0.0,0.0,0.0,0.0,0.05882352900000001,0.882352941,4,394,454
278,502526,1.0,1.0,0.0,0.0,0.0,0.0,0.05882352900000001,0.882352941,5,454,495
279,502526,1.0,1.0,0.0,0.0,0.0,0.0,0.05882352900000001,0.882352941,6,495,542
280,502526,1.0,1.0,0.0,0.0,0.0,0.0,0.05882352900000001,0.882352941,7,542,502
281,502526,1.0,1.0,0.0,0.0,0.0,0.0,0.05882352900000001,0.882352941,8,502,564
282,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,3,503,526
283,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,4,526,571
284,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,5,571,619
285,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,6,619,597
286,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,7,597,670
287,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,8,670,645
288,503773,1.0,1.0,0.0,0.0,0.0,0.28571428600000004,0.071428571,0.642857143,9,645,665
289,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,3,589,585
290,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,4,585,618
291,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,5,618,652
292,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,6,652,639
293,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,7,639,691
294,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,8,691,674
295,504957,1.0,0.0,0.0,0.0,0.0,0.0,0.4166666670000001,0.333333333,9,674,701
296,552027,1.0,0.0,0.0,1.0,0.0,0.8,0.0,0.8,8,486,561
297,552720,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5,388,432
298,552720,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6,432,389
299,552720,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7,389,459
300,552720,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8,459,350
301,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,3,568,595
302,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,4,595,621
303,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,5,621,601
304,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,6,601,568
305,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,7,568,633
306,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,8,633,648
307,554066,1.0,1.0,1.0,0.0,0.0,0.666666667,0.111111111,0.7777777779999999,9,648,694
315,561762,1.0,0.0,0.0,0.0,0.0,0.75,0.125,0.625,5,530,494
316,561762,1.0,0.0,0.0,0.0,0.0,0.75,0.125,0.625,6,494,556
317,561762,1.0,0.0,0.0,0.0,0.0,0.75,0.125,0.625,7,556,590
318,561762,1.0,0.0,0.0,0.0,0.0,0.75,0.125,0.625,8,590,567
319,561762,1.0,0.0,0.0,0.0,0.0,0.75,0.125,0.625,9,567,578
322,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,3,417,423
323,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,4,423,482
324,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,5,482,564
325,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,6,564,546
326,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,7,546,621
327,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,8,621,640
328,563791,0.0,0.0,0.0,0.0,0.0,1.0,0.071428571,0.928571429,9,640,657
329,564686,1.0,1.0,0.0,0.0,0.0,0.818181818,0.090909091,0.909090909,3,266,399
330,564686,1.0,1.0,0.0,0.0,0.0,0.818181818,0.090909091,0.909090909,4,399,381
331,564686,1.0,1.0,0.0,0.0,0.0,0.818181818,0.090909091,0.909090909,5,381,511
332,564686,1.0,1.0,0.0,0.0,0.0,0.818181818,0.090909091,0.909090909,6,511,538
333,564686,1.0,1.0,0.0,0.0,0.0,0.818181818,0.090909091,0.909090909,7,538,547
334,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,3,385,426
335,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,4,426,402
336,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,5,402,479
337,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,6,479,442
338,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,7,442,513
339,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,8,513,547
340,564759,0.0,1.0,1.0,0.0,0.0,0.933333333,0.066666667,0.8666666670000001,9,547,542
341,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,3,605,625
342,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,4,625,627
343,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,5,627,643
344,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,6,643,675
345,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,7,675,649
346,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,8,649,678
347,565702,1.0,0.0,0.0,0.0,0.846153846,0.0,0.076923077,0.846153846,9,678,720
351,566126,1.0,1.0,0.0,0.0,0.0,0.25,0.0625,0.875,3,515,479
352,566126,1.0,1.0,0.0,0.0,0.0,0.25,0.0625,0.875,4,479,528
353,566126,1.0,1.0,0.0,0.0,0.0,0.25,0.0625,0.875,5,528,497
